اشکبار	'aSkbAr
اژیدهاک	'eZidhAk
قائمیان	qA'emiyAn
طاهر	tAher
واپسگرا	vApasgarA
پرتست	porotest
قیروان	qirovAn
محشور	mahSur
مستحق	mostahaqq
راهکار	rAhkAr
مصرف‌گرایی	masrafgerAyi
علوفه	'olufe
دعاگویی	do'Aguyi
لغزنده	laqzande
غبار‌‌گرفته	qobArgerefte
مهری	mehri
سرانداز	sarandAz
جهان‌افروز	jahAnafruz
اعلامیه	'e'lAmiyye
طوفانیان	tufAniyAn
متعصب	mote'asseb
آذرخش	'AzaraxS
کرنش	korneS
بی‌عیب	bi'eyb
الهیات	'elAhiyyAt
یال‌اسبی	yAlasbi
کالیفرنیا	kAliforniyA
پینوکیو	pinokiyo
متمنی	motemanni
راست‌گردان	rAstgardAn
بلیغ	baliq
عذرا	'ozrA
مقدس‌نما	moqaddasnamA
نیکوکارانه	nikukArAne
مقدورات	maqdurAt
ژاژ	ZAZ
راهدان	rAhdAn
اغراض	'aqrAz
حکایت‌گر	hekAyatgar
جلق	jalq
کلکسیون	koleksiyon
خورسندی	xorsandi
جیره	jire
تخمیر	taxmir
پلورالیستی	polorAlisti
پرمفهوم	pormafhum
دوزخ	duzax
گاسترین	gAsterin
پربارش	porbAreS
دمایی	damAyi
بین‌المللی	beynolmelali
گوشوار	guSvAr
امرود	'amrud
نترس	natars
بی‌دفاع	bidefA'
آریازند	'AriyAzand
نی‌ریز	neyriz
بدخشی	badaxSi
دیاپازون	diyApAzon
کولی	kowli
یک‌جهته	yekjahate
خودکشی‌کننده	xodkoSikonande
سردم	sardam
بشاشت	baSASat
نقم	neqam
فرایند	farAyand
فراراه	farArAh
رفوگر	rofugar
نردبام	nardebAm
اکسیژن	'oksiZen
درگذر	dargozar
معادلات	mo'AdelAt
طبقه‌‌سازی	tabaqesAzi
ورشوچی	varSuCi
ویبره	vibre
امیر‌عباس	'amir'abbAs
سرحال	sarehAl
اندیشناک	'andiSnAk
شرکاء	SorakA
التصاق	'eltesAq
تنگ‌دست	tangdast
شگفت‌انگیز	Segeftangiz
خرمن‌گاه	xarmangAh
که	kah
نمکزار	namakzAr
ذات‌گرایی	zAtgerAyi
دستینه	dastine
گشادبازی	goSAdbAzi
میان‌تهی	miyAntohi
قاره‌پیما	qArrepeymA
افلاس	'eflAs
مشاوره	moSAvere
بالیستیکی	bAlistiki
دی‌ماه	deymAh
قره‌‌چشمه	qareCeSme
ازاء	'ezA
پسروی	pasravi
رهی	rahi
انقلابی	'enqelAbi
نوش‌آباد	nuSAbAd
بی‌رمق	biramaq
یلوه	yalve
سیاه‌مشق	siyAhmaSq
لحظه‌شماری	lahzeSomAri
مهوش	mahvaS
غیاث‌‌الدین	qiyAseddin
بی‌غروب	biqurub
دورخیز	durxiz
نورالژی	norAlZi
پسرزا	pesarzA
مانومتری	mAnometri
باج	bAj
نادیدنی	nAdidani
همخواب	hamxAb
سیه‌‌چشم	siyahCeSm
آذربایجان	'AzarbAyjAn
اجیر	'ajir
آبست	'Abast
مقررات	moqarrarAt
مرباخوری	morabbAxori
زرینه	zarrine
زوال‌ناپذیر	zavAlnApazir
آنگلا	'AngolA
خیط	xit
باغک	bAqak
غلومی	qolumi
ارسنجانی	'arsanjAni
دادگاهی	dAdgAhi
گوردختر	gurdoxtar
رکعت	rak'at
زبرجد	zebarjad
بستان	bostAn
پوریا	puriyA
تعلیف	ta'lif
تکثرگرایی	takassorgerAyi
به‌فراوانی	befarAvAni
ملانکولی	melAnkoli
میلیتاریسم	militArism
لحاف	lahAf
کم‌ظرفیت	kamzarfiyyat
پیکر‌نما	peykArnamA
رشته‌مانند	reStemAnand
فیله	file
مصایب	masAyeb
نسبی	nasabi
تلسکوپی	teleskopi
سنتو	santo
عبدمناف	'abdemanAf
فارسی	fArsi
گلسرخیان	golesorxiyAn
حرمان	hermAn
غلامحسن	qolAmhasan
کلام	kalAm
غیربهداشتی	qeyrebehdASti
ستوندار	sotundAr
کوسن	kusan
تواناسازی	tavAnAsAzi
جغرافیایی	joqrAfiyAyi
نفس‌پرستی	nafsparasti
خداحافظ	xodAhAfez
قاطبه	qAtebe
سروکله	sarokalle
لین	layyen
مواضعه	movAze'e
ارکیده	'orkide
دنا	denA
والیبالیست	vAlibAlist
ژوستین	Zostiyan
یادداشتی	yAddASti
موزدا	muzedA
بنزن	banzan
افتخارآفرینی	'eftexArAfarini
احضار	'ehzAr
راوندی	rAvandi
هیدرید	hidrid
عبدالمطلب	'abdolmotalleb
درنده	darrande
ویولونیست	viyolonist
شتاب‌‌گیری	SetAbgiri
استرالیایی	'ostorAliyAyi
گبر	gabr
برده‌داری	bardedAri
درختزی	deraxtzi
نوپا	nowpA
بخشی‌زاده	baxSizAde
گامتوفیت	gAmetofit
ربات	robAt
آقاجان	'AqAjAn
فریز	fereyz
میرحیدر	mirheydar
بدیمنی	badyomni
ضلال	zalAl
عواطف	'avAtef
احمدی‌پور	'ahmadipur
غبار	qobAr
تلویزیونی	televizyoni
بزرگ	bozorg
پوشیده	puSide
سونار	sonAr
پوشکره	puSkore
توسعه‌گرا	towse'egerA
شکراللهی	SokrollAhi
پنجابی	panjAbi
جنایی	jenAyi
ابتداء	'ebtedA
غایب	qAyeb
مشما	moSammA
لوتی	luti
آحاد	'AhAd
همزاد	hamzAd
بی‌شرمانه	biSarmAne
کاپیتال	kApitAl
صیدگاهی	seydgAhi
خال‌خال	xAlxAl
زنده‌به‌گور	zendebegur
مهذب	mohazzab
ماشین‌ابزار	mASinabzAr
اصلاح‌گرایانه	'eslAhgarAyAne
عزا	'azA
فرمانبردار	farmAnbordAr
کوچه‌‌باغ	kuCebAq
وارد‌آمده	vAredAmade
توقیف‌شده	towqifSode
بیش‌ازحد	biSazhadd
بیسمارک	bismArk
اسفندیارپور	'esfandyArpur
نالایق	nAlAyeq
زمین‌ساخت	zaminsAxt
اغراق‌آمیز	'eqrAqAmiz
بالضروره	bezzarure
نافه	nAfe
پیش‌خدمت	piSxedmat
تلخ‌رویی	talxruyi
حسدورزی	hasadvarzi
شورستان	SurestAn
نزاری	nazAri
بقال	baqqAl
مابقی	mAbaqi
کویرزایی	kavirzAyi
ذره	zarre
استبداد‌زده	'estebdAdzade
صدر	sadr
ناوشکن	nAvSekan
مضحک	mozhek
آب‌تنی	'Abtani
آلت	'Alat
سرمائی	sarmA'i
ابزاری	'abzAri
سوم	sevvom
کتیبه‌‌نویسی	katibenevisi
مارکسیست	mArksist
بیدبلند	bidboland
کاشمری	kASmari
رگ‌نگاری	ragnegAri
انکساری	'enkesAri
مفتن	mofatten
رب‌العالمین	rabbol'Alamin
ابن‌سینا	'ebnesinA
پاگون	pAgon
صلات	salAt
طاهایی	tAhAyi
ناخنک	nAxonak
نویسنده	nevisande
بیسترو	bistro
سلامت	salAmat
روبرویی	ruberuyi
ناخوش	nAxoS
کیفیت	keyfiyyat
اغنیاء	'aqniyA
پیش	piS
پل	pol
فهیم	fahim
لذت‌جو	lezzatju
متقبل	motaqabbel
مدرسه	madrese
شکل‌‌بندی	Seklbandi
جاسک	jAsk
ارژن	'arZan
شاخدار	SAxdAr
هر	har
خاکی‌رنگ	xAkirang
آرین	'Ariyan
یازده	yAzdah
کیلووات	kiluvAt
مسی	mesi
بی‌ابر	bi'abr
چشم‌پوشی	CeSmpuSi
شوق	Sowq
سیطره	seytare
جفتدار	joftdAr
قدح‌‌نوش	qadahnuS
اولویت‌دار	'owlaviyyatdAr
براندازنده	barandAzande
زعیمی	za'imi
کیقبادی	keyqobAdi
باقلوا	bAqlavA
روزن‌داران	rowzandArAn
چه‌کاره	CekAre
دربند	darband
سرسلسله	sarselsele
ژیگول	Zigul
لشا‌بزار	laSAbzAr
آرامشی	'ArAmeSi
خطاپذیری	xatApaziri
نظرسنجی	nazarsanji
نوباوگی	nowbAvegi
یابو	yAbu
شورانگیز	Surangiz
مبارز	mobArez
همسرایان	hamsorAyAn
آجدار	'AjdAr
سن‌پترزبورگ	sanpeterzburg
کمال	kamAl
عصبانیت	'asabAniyyat
شورا	SowrA
امروزه	'emruze
قرمزرنگ	qermezrang
کهل	kahl
بلاخیز	balAxiz
یک‌دقیقه‌ای	yekdaqiqe'i
شابر	SAbor
بی‌ا‌حترامی	bi'ehterAmi
رهنمایی	rahnamAyi
علماء	'olamA
انگاره	'engAre
پس‌ا‌‌نداز	pasandAz
شویان	SuyAn
خرابکارانه	xarAbkArAne
غیرمنسجم	qeyremonsajem
فسادانگیزی	fesAdangizi
فتور	fotur
ملکول	molkul
نعنا	na'nA
لوزان	lowzAn
طلبید	talabid
گنگی	gongi
والور	vAlor
آب‌هراسی	'AbharAsi
مفتی‌زاده	moftizAde
چندلایه	CandlAye
گاهان	gAhAn
غلیان	qalayAn
سلتی	selti
منتفی	montafi
فرسنگ	farsang
نزول	nozul
ممنوع	mamnu'
امیرمحمد	'amirmohammad
ناصالح	nAsAleh
ستاد	setAd
مسالمت‌جویی	mosAlematjuyi
بالستیکی	bAlestiki
جمع‌کنندگی	jam'konandegi
پوزیشن	poziSen
دل‌نواز	delnavAz
زرهی	zerehi
چهل‌ستون	Cehelsotun
جلالیان	jalAliyAn
مبادا	mabAdA
تلنگر	talangor
نومولیت	nomolit
اباقا	'AbAqA
سها	sohA
سنگین	sangin
متولی	motevalli
اقلیم‌شناسی	'eqlimSenAsi
واتسون	vAtson
یک‌دفعه	yekdaf'e
نابود‌شده	nAbudSode
حرکت	harekat
اوزجان	'ozjAn
متفق	mottafeq
بی‌دردی	bidardi
لنگرود	langrud
باغشاه	bAqSAh
هریت	hariyet
خرگوشک	xarguSak
عهده‌‌داری	'ohdedAri
سفارشنامه	sefAreSnAme
دوات	davAt
پارالل	pArAlel
بورکینا‌فاسو	burkinAfAso
هرمی‌شکل	heramiSekl
زبانک	zabAnak
جلت	jollat
سیه‌‌روز	siyahruz
روستا	rustA
جنگ‌خواه	jangxAh
هیز	hiz
همدوش	hamduS
مقتضی	moqtazi
کهنه	kohne
جداکننده	jodAkonande
دوانده	davAnde
ژئوپلیتیک	Ze'opolitik
زورکی	zuraki
حر	horr
درختی	deraxti
مشروعیت‌بخشی	maSru'iyyatbaxSi
پوسیدگی	pusidegi
فرقون	forqun
هواشناس	havASenAs
رکیب‌خانه	rakibxAne
خصی	xasey
برزنگی	barzangi
اعظم	'a'zam
ییلاقی	yeylAqi
مکالمات	mokAlemAt
بندرعباس	bandar'abbAs
رهان	rahAn
خوش‌ترکیب	xoStarkib
همواری	hamvAri
سه‌شنبه	seSambe
قبور	qobur
بر	bar
رونق‌بخش	rownaqbaxS
حیدر‌آباد	heydarAbAd
معتزله	mo'tazele
بلند‌مرتبه	bolandmartabe
ارتکاب	'ertekAb
رنگین‌پوست	ranginpust
خاقان	xAqAn
شهریور	Sahrivar
راج	rAj
صهیونیستی	sahyunisti
نهایت	nahAyat
شنیده‌‌شده	SenideSode
آجودانی	'AjudAni
پرزخم	porzaxm
شرفخانه	SarafxAne
پورصمیمی	pursamimi
خود‌برتربینی	xodbartarbini
پورنجاتی	purnejAti
مهارناپذیر	mahArnApazir
تپ	tap
کوانتومی	kovAntomi
بوته‌ای	bute'i
جرم‌خیز	jormxiz
پله	pelle
کاسبی	kAsebi
بیسبال	beysbAl
بی‌خاصیت	bixAsiyyat
هنرورزی	honarvarzi
بلعکس	bel'aks
غیر‌‌همسان	qeyrehamsAn
منزجر	monzajer
یخ	yax
خارج	xArej
بی‌پروائی	biparvA'i
متداول	motedAvel
حزب	hezb
بیشی	biSi
خاتون	xAtun
بزرک	bazrak
کذاب	kazzAb
فئودال	fe'odAl
دیوکسید	diyoksid
حیدرعلی	heydar'ali
هزاران‌ساله	hezArAnsAle
تندر‌آسا	tondarAsA
ارزانی	'arzAni
خبرچین	xabarCin
قصرفیروزه	qasrefiruze
طنین‌انداز	taninandAz
صفاییه	safAyiyye
دامنگیر	dAmangir
نمکدار	namakdAr
ارتقا	'erteqA
رسوا	rosvA
تیروئید	tiro'id
دادوستد	dAdosetad
صحنه‌‌سازی	sahnesAzi
بهارخواب	bahArxAb
کیب	kib
مچ	moC
آبسرد	'Abesard
خموده	xamude
پیچشی	piCeSi
جویبار	juybAr
لغزان	laqzAn
یغما	yaqmA
شوشتری	SuStari
تراس	terAs
زیرمجموعه	zirmajmu'e
مرداد‌ماه	mordAdmAh
فضیلت	fazilat
مراجعه‌کننده	morAje'ekonande
اینتر	'inter
شاذ	SAz
چهار‌سالگی	CAhArsAlegi
پایان‌بخشی	pAyAnbaxSi
پولونیم	poloniyom
مسعودی	mas'udi
آنگه	'Angah
سهل‌‌الهضم	sahlolhazm
کورکور	kurkur
گندمیان	gandomiyAn
تنفیذ	tanfiz
آقامحمدخان	'AqAmohammadxAn
ابن‌یمین	'ebneyamin
بثور	bosur
قتلگاه	qatlgAh
کولاژن	kollAZen
مجانب	mojAneb
آتشگر	'AtaSgar
ذمت	zemmat
کمپوست	kompost
نجف‌اشرف	najafe'aSraf
اکسیژنه	'oksiZene
امیرالامراء	'amirol'omarA
سبب‌سازی	sababsAzi
سازماندهی‌شده	sAzmAndehiSode
همسری	hamsari
هفت‌اورنگ	haftorang
بی‌عقلی	bi'aqli
کودپاشی	kudpASi
حمایل	hamAyel
ارج‌گذاری	'arjgozAri
همائی	homA'i
شرق	Sarq
غیرحقیقی	qeyrehaqiqi
ایمن	'imen
سندیت	sanadiyyat
پرپشت	porpoSt
آینه‌کاری	'AyenekAri
آبجی	'Abji
پدری	pedari
ماسوره	mAsure
للگی	lalegi
اپی‌لپسی	'epilepsi
انیسون	'anisun
پردلی	pordeli
قشنگی	qaSangi
احمدیان	'ahmadiyAn
بخشوده	baxSude
پشم‌چین	paSmCin
برهه	borhe
عذار	'ezAr
مکالمه	mokAleme
بسوز	besuz
بی‌پرز	biporz
خونین‌شهر	xuninSahr
ابوترابیان	'abutorAbiyAn
چاپار	CApAr
هجری	hejri
فیلسوفانه	filsufAne
فرحزا	farahzA
درفش	derafS
تفت	taft
موعظه	mow'eze
خیالپروری	xiyAlparvari
تعامد	ta'Amod
توموگرافی	tomogerAfi
انده	'andoh
چروک‌خورده	Curukxorde
خودپسندانه	xodpasandAne
شد	Sod
جدایی‌خواه	jodAyixAh
آفتاب‌زده	'AftAbzade
هجو	hajv
گل‌تپه	goltappe
اقبال‌پور	'eqbAlpur
شیشه‌شوی	SiSeSuy
کارامد	kArAmad
فسفین	fosfin
در‌اثر	dar'asare
غربیل	qarbil
فشنگ	feSang
صغرا	soqrA
برج	barj
شکوفید	Sekufid
بازداشت	bAzdASt
آسیب‌ناپذیری	'AsibnApaziri
زمزمه	zemzeme
تعزیه‌گردانی	ta'ziyegardAni
تصمیم‌گیر	tasmimgir
تی‌شرت	tiSert
سجود	sojud
چینه	Cine
مستمع	mostame'
میدانگاهی	meydAngAhi
ترکمانچای	torkamAnCAy
بارگذاری	bArgozAri
گهرخانی	goharxAni
خط	xatt
خرزهره	xarzahre
بابازاده	bAbAzAde
تذهیب	tazhib
تیزرو	tizrow
استمهال	'estemhAl
خیال‌پرداز	xiyAlpardAz
گرگ‌صفت	gorgsefat
حکمت	hekmat
تغذیه‌ای	taqziye'i
بنفشه	banafSe
انگیزه	'angize
ظنی	zanni
برنامه‌سازی	barnAmesAzi
حسن‌زاده	hasanzAde
آق‌قلا	'AqqallA
محیلانه	mohilAne
فسادپذیری	fesAdpaziri
سارها	sArhA
آموزش‌و‌پرورش	'AmuzeSoparvareS
یک‌صدایی	yeksedAyi
التهابی	'eltehAbi
سینوزیت	sinozit
آلونک	'Alonak
یانکی	yAnki
نعمت‌زاده	ne'matzAde
مشکاتیان	meSkAtiyAn
ماشاء‌الله	mASA'allAh
گلف	golf
سیزده‌‌ساله	sizdahsAle
نطفه	notfe
مخابرات	moxAberAt
مهبل	mahbel
بدیهی	badihi
فرو‌‌پاشیده	furupASide
کاتدی	kAtodi
اهل‌تسنن	'ahletasannon
دل‌آویز	delAviz
کیهان‌‌نورد	keyhAnnavard
شیرخوار	SirxAr
مستکبر	mostakber
کمکی	komaki
اوکرائینی	'okrA'ini
قلم‌فرسایی	qalamfarsAyi
خصایل	xasAyel
ابو‌اسحق	'abu'eshAq
الم	'alam
رودیم	rodiyom
عمرانیان	'omrAniyAn
برکنار	barkenAr
جان‌فشانی	jAnfeSAni
سلطنت‌طلب	saltanattalab
سرورآمیز	sururAmiz
گره‌ای	gere'i
خرمن‌کوبی	xarmankubi
حد‌اقل	hadde'aqall
پستان	pestAn
کودن	kowdan
شامی	SAmi
نوسانگر	navasAngar
داداشی	dAdASi
آغازگری	'AqAzgari
بازدانه	bAzdAne
مردگی	mordegi
شکست‌خورده	Sekastxorde
دانشگاه	dAneSgAh
جاه‌طلبانه	jAhtalabAne
فراخوانی	farAxAni
حامی	hAmi
تعمیرات	ta'mirAt
سوبسید	subsid
مقدمه‌چینی	moqaddameCini
جا‌پا	jApA
منوکسید	monoksid
کبلایی	kablAyi
جامع‌الشرایط	jAme'oSSarAyet
کبد	kabed
قلم‌‌کاری	qalamkAri
شرمسار	SarmsAr
زالو	zAlu
محاوره‌ای	mohAvere'i
گرامر	gerAmer
معشوق	ma'Suq
تاتوره	tAture
دماغ‌پرور	demAqparvar
ریخت‌شناسی	rixtSenAsi
بی‌موقع	bimowqe'
پیش‌نمونه	piSnemune
لعابدار	lo'AbdAr
دموکرات	demokrAt
کسمائی	kasmA'i
باروک	bArok
بورات	borAt
جمع‌آوری‌شده	jam'AvariSode
احتیاط‌کار	'ehtiyAtkAr
پلاتفورم	pelAtform
سیبرنتیک	sibernetik
پیاژه	piyAZe
سرهم‌نویسی	sarhamnevisi
ادیب	'adib
پاکباخته	pAkbAxte
دوزندگی	duzandegi
بی‌معنا	bima'nA
وزیریان	vaziriyAn
حیث	heys
نرم‌افزار	narmafzAr
گسترانید	gostarAnid
صعب	sa'b
بدزبانی	badzabAni
فریدون‌‌شهر	fereydunSahr
مدرنیسم	modernism
حاتم	hAtam
آکاردئونی	'AkArde'oni
مالاریا‌خیز	mAlAriyAxiz
پیراهن	pirAhan
غیر‌‌پایانی	qeyrepAyAni
سفلی	soflA
موقوفات	mowqufAt
راقیه	rAqiye
تروپوپاز	teropopAz
برسام	barsAm
لنجان	lenjAn
نفاخ	naffAx
جار	jAr
کرچ	korC
دل‌گشاد	delgoSAd
مهماندار	mehmAndAr
مستعدی	mosta'eddi
بار‌فروش	bArfuruS
لوازم	lavAzem
مفتح	mofatteh
ناشیانه	nASiyAne
حیدریان	heydariyAn
قاعدگی	qA'edegi
قطره	qatre
غربالگری	qarbAlgari
ضایعات	zAye'At
ضد‌‌فوتبال	zeddefutbAl
فرهنگ‌آموزی	farhangAmuzi
آمارد	'AmArd
هیوندا	hiyundA
لاله‌جین	lAlejin
تک‌و‌توک	takotuk
پر‌ادویه	por'adviye
کفن‌ودفن	kafnodafn
موکل	movakkel
پشمی	paSmi
کج‌خیال	kajxiyAl
پاگودا	pAgodA
مدهوش	madhuS
برزیل	berezil
ناصرالدین‌شاه	nAsereddinSAh
افتخارزاده	'eftexArzAde
انسان‌دوستانه	'ensAndustAne
وداد	vedAd
باغراه	bAqrAh
تکاثف	takAsof
بی‌توجه	bitavajjoh
اسفبار	'asafbAr
برانکار	berAnkAr
عتبه	'atabe
غم‌‌آباد	qamAbAd
باتقوا	bAtaqvA
شفیع‌‌پور	Safi'pur
تابو	tAbo
اجتماعی‌اقتصادی	'ejtemA'i'eqtesAdi
تاس‌ماهی	tAsmAhi
آب‌وهوا	'AbohavA
قرمز	qermez
چوب	Cub
بخور	boxor
امرداد	'amordAd
پرتوقع	portavaqqo'
بابون	bAbun
زاغ	zAq
اسطوره‌ای	'osture'i
مریمی	maryami
راسخی	rAsexi
مشروبخور	maSrubxor
بااهمیت	bA'ahammiyyat
دیباجی	dibAji
راوی	rAvi
کله‌خشک	kallexoSk
رشحه	raShe
حجت‌الاسلام‌والمسلمین	hAjjatol'eslAmvalmoslemin
زن	zan
بیسیکلت	bisiklet
پانامایی	pAnAmAyi
بوی	buy
خواربار‌فروشی	xArobArfuruSi
برکات	barakAt
هوز	havvaz
فرهنگ‌‌شناسی	farhangSenAsi
سه‌‌روزه	seruze
نمک‌ناشناسی	namaknASenAsi
نعلی	na'li
اریب	'orib
مجاهدت	mojAhedat
محک	mahak
حضر	hazar
بین‌شهری	beyneSahri
خریداری	xaridAri
پرینتر	pirinter
چهل‌سالگی	CehelsAlegi
میرایی	mirAyi
تحت‌الشعاع	tahtoSSo'A'
نظیر	nazir
بی‌بهره	bibahre
تن‌آسا	tanAsA
زانتیا	zAntiyA
سرخی	sorxi
نحسی	nahsi
کید	keyd
حیله‌گر	hilegar
اکسل	'eksel
یومیه	yowmiyye
بقراط	boqrAt
هیتلر	hitler
جفت‌جفت	joftjoft
تبر	tabar
بالادست	bAlAdast
آزرد	'Azord
مکار	makkAr
خرابکاری	xarAbkAri
پاکی	pAki
وسعت	vos'at
گوشه‌نشینی	guSeneSini
ویدیو	vidiyo
ماندلا	mAndelA
برهمن	berahman
ارائه‌دهنده	'erA'edahande
یاسوج	yAsuj
مقابله	moqAbele
ربا	robA
پواتیه	po'Atiye
یادبود	yAdbud
چابکی	CAboki
ضربه‌‌گیری	zarbegiri
چهارموتوره	CAhArmotore
کاغذ‌‌سازی	kAqazsAzi
اهوازی	'ahvAzi
تازه‌کار	tAzekAr
قدیم	qadim
توصیف	towsif
ارغون	'arqun
علی‌الخصوص	'alalxosus
استطاله	'estetAle
بازار‌سیاه	bAzArsiyAh
دام	dAm
متشنج	moteSannej
سرگردانی	sargardAni
مباح	mobAh
کشسانی	keSsAni
زباله‌دان	zobAledAn
کیانیان	kiyAniyAn
بی‌سلیقگی	bisaliqegi
اصناف	'asnAf
شهپری	Sahpari
کشتیرانی	keStirAni
هجایی	hejAyi
ستایشی	setAyeSi
بد‌سیرت	badsirat
گزارشگری	gozAreSgari
اضداد	'azdAd
زمان‌بندی‌شده	zamAnbandiSode
صابون‌‌سازی	sAbunsAzi
چهارصد	CAhArsad
گنجیده	gonjide
تالشی	tAleSi
بادافره	bAdafrah
پوتین	putin
رذیلت	razilat
صفاریان	saffAriyAn
دبیت	dabit
به	be
مدخل	madxal
بیدارباش	bidArbAS
با‌مزه	bAmazze
اناریان	'anAriyAn
سوپرنوا	supernovA
ناطقی	nAteqi
خزر	xazar
اسلواک	'oslovAk
به‌زودی	bezudi
شکلات	SokolAt
جزئی	joz'i
لیوان	livAn
خرطوم	xortum
ماهی	mAhi
مسلول	maslul
چیرگی	Ciregi
برزنت	berezent
پاچنبری	pACambari
زندگانی	zendegAni
الدنگ	'aldang
پاک‌دشت	pAkdaSt
ایرادگیر	'irAdgir
املاک	'amlAk
نیتی	niyyati
شعایر	Sa'Ayer
فرق	farq
